SEVERITY NAME,ISSUED BY,PROBLEM TYPE NAME,PROBLEM,SOLVED BY,CSR GROUP,ADDITIONAL INFO,SOLUTION,ACTUAL PROBLEM,SUPPORT TYPE,SUPPORT ZONE,ISSUED BY GROUP,SOLVED COMMENT,PLANCAT TYPE,,,
Limited Service,admin,IPTV Related Issues,Live TV buffering..,admin,Phone Support CSR,Auto close by sub tt:10269897,,Live TV buffering,Field Support,MAHENDRANAGAR,Phone Support CSR,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,rithisha.ranjit,Accounts Related Issue,Account Status Query..,admin,Phone Support CSR,Auto close by sub tt:10363419,,Account Status Query,Field Support,SATUNGAL,D2D Marketing,internet is working fine.follow up done.,BTL,,,
Full Service Affected,usha.katuwal,Accounts Related Issue,Account Disabled..,dipen.majhi,Field Team,Auto close by sub tt:10306356,,Account Disabled,Field Support,ATTARIYA,Phone Support CSR,,ATL,,,
Full Service Affected,bijika.amatya,Accounts Related Issue,Query about Packages..,dipen.majhi,Field Team,Auto close by sub tt:10289090,,Query about Packages,Field Support,MANBHAWAN,Phone Support CSR,informed accordingly // call disconncted ,ATL,,,
Full Service Affected,dilendra.thapa,Slow Internet Connection (FTTH),User connected beyond at 5Ghz ..,lalbahadur.chaudhary,Field Team,Auto close by sub tt:10293512,,User connected beyond at 5Ghz coverage,Field Support,KIRTIPUR,Phone Support CSR,client number is currently busy ,ATL,,,
Full Service Affected,sajan.syangtan,IPTV Related Issues,Query about YouTube Services..,suraj1.chaudhary,Field Team,Auto close by sub tt:10378432,,Query about YouTube Services,Field Support,GATTHAGHAR,Phone Support CSR,,ATL,,,
Full Service Affected,rai.abhishek,Accounts Related Issue,Query about Packages..,suraj1.chaudhary,Field Team,Auto close by sub tt:10350389,,Query about Packages,Field Support,DAMAULI,Phone Support CSR,,ATL,,,
Full Service Affected,arun.khadka,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,samsan.nepali5,Field Team,Auto close by sub tt:10418843,,Speed test fine. Slow experience on certain sites,Field Support,CHITWAN,Phone Support CSR,seems working fine ,ATL,,,
Full Service Affected,aayush.shrestha1,Accounts Related Issue,Account extend request..,ashwin.khatri,Field Team,Auto close by sub tt:10376018,,Account extend request,Field Support,PEPSICOLA,Phone Support CSR,3 days,ATL,,,
Full Service Affected,nista.khadka,IPTV Related Issues,No package details found..,bishnu.khanal01,Field Support CSR,Auto close by sub tt:10336060,,No package details found,Field Support,URLABARI,Account,solved flushed please check now once.,BTL,,,
Full Service Affected,umesh.pariyar,No Internet Connection (FTTH),No users online in Distributio..,dipendra.majhi01,Field Team,Auto close by sub tt:10263020,,No users online in Distribution/GPON,Field Support,GATTHAGHAR,Phone Support CSR,,BTL,,,
Full Service Affected,prajendra.shrestha,Slow Internet Connection (FTTH),Low power level recorded [< -2..,dipendra.majhi01,Field Team,Auto close by sub tt:10345035,,Low power level recorded [< -26 dbm],Field Support,GATTHAGHAR,Field Support CSR,,BTL,,,
Full Service Affected,binita.shrestha,Accounts Related Issue,Account Disabled..,rajib.baitha,Fiber O&M,Auto close by sub tt:10248449,,Account Disabled,Field Support,HETAUDA,Phone Support CSR,inform to pay,BTL,,,
Full Service Affected,sanjiv.chitrakar1,No Internet Connection (FTTH),Idle Connection..,rajkumar.chaudhary2,Fiber O&M,Auto close by sub tt:10238786,,Idle Connection,Field Support,ATTARIYA,Online Support,,BTL,,,
Full Service Affected,bishal.gayak,Accounts Related Issue,Account extend request..,abishek.surkheti,Field Team,Auto close by sub tt:10380837,,Account extend request,Field Support,CHITWAN,Phone Support CSR,,BTL,,,
Full Service Affected,karki.saroj,General Inquiry,Query about Wi-fi SSID/passwor..,ashik.shrestha5,Field Team,Auto close by sub tt:10312898,,Query about Wi-fi SSID/password,Field Support,BANSBARI,Phone Support CSR,client not verified//,ATL,,,
Full Service Affected,suyog.khawash,Accounts Related Issue,Payment Query..,milan.thapa5,Field Team,Auto close by sub tt:10363296,,Payment Query,Field Support,AANBUKHAIRENI,Phone Support CSR,informed client accordingly,BTL,,,
Full Service Affected,unison.dangol,Accounts Related Issue,General query...,rajiv.thapa,Fiber,Auto close by sub tt:10410170,,General query.,Field Support,BAGAR,Phone Support CSR,,ATL,,,
Full Service Affected,unish.shahi,Accounts Related Issue,Account Disabled..,sanjay.bk,Field Team,Auto close by sub tt:10372039,,Account Disabled,Field Support,KAPAN,Enterprise Marketing,,ATL,,,
Full Service Affected,prerana.thapa,No Internet Connection (FTTH),No users online in Distributio..,bhusank.panday,Fiber O&M,Auto close by sub tt:10330193,,No users online in Distribution/GPON,Field Support,KAPAN,Phone Support CSR,,ATL,,,
Full Service Affected,aashika.shahi,Accounts Related Issue,Account extend request..,saroj.rana,Field Team,Auto close by sub tt:10350440,,Account extend request,Field Support,BANSBARI,Phone Support CSR,,ATL,,,
Limited Service,admin,IPTV Related Issues,Others (IPTV)..,rajiv.thapa,Fiber,Auto close by sub tt:10241785,,Others (IPTV),Field Support,MANBHAWAN,Phone Support CSR,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,anjana.maharjan,Accounts Related Issue,Account Status Query..,suraj1.chaudhary,Field Team,Auto close by sub tt:10342044,,Account Status Query,Field Support,KOHALPUR,Sales Call Center,solved,BTL,,,
Full Service Affected,abhishek.sunuwar,General Inquiry,Manage cable..,bhusank.panday,Fiber O&M,Auto close by sub tt:10288592,,Manage cable,Field Support,BANSBARI,Phone Support CSR,,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,bijay.chaudhary001,Field Team,Auto close by sub tt:10322271,,ONU status offline,Field Support,ATTARIYA,Phone Support CSR,,BTL,,,
Full Service Affected,anish.ansari,Accounts Related Issue,Account Disable - Pending tran..,dev.mahato,Fiber O&M,Auto close by sub tt:10288758,,Account Disable - Pending transaction,Field Support,GATTHAGHAR,Phone Support CSR,wrong ticket,ATL,,,
Full Service Affected,chaudhary.rajesh,Accounts Related Issue,Online Payment Query..,ashwin.khatri,Field Team,Auto close by sub tt:10376129,,Online Payment Query,Field Support,KALDHARA,Phone Support CSR,,ATL,,,
Full Service Affected,nabina.maharjan,Accounts Related Issue,Account extend request..,lal.mani,Field Team,Auto close by sub tt:10343542,,Account extend request,Field Support,DHUNGEDHARA,Phone Support CSR,,ATL,,,
Full Service Affected,guna.gautam,IPTV Related Issues,NETTV extend request..,rajiv.thapa,Fiber,Auto close by sub tt:10280124,,NETTV extend request,Field Support,NEPALGUNJ,Phone Support CSR,as per req////,ATL,,,
Full Service Affected,pawan.bagale,Accounts Related Issue,Account extend request..,sabin.thapa2,Fiber O&M,Auto close by sub tt:10259883,,Account extend request,Field Support,REGION7-NBU2,Phone Support CSR,acc extended for 3 days as per client req,BTL,,,
Full Service Affected,rajay.tuladhar,Accounts Related Issue,Update Clients Accounts Inform..,bhusank.panday,Fiber O&M,Auto close by sub tt:10320781,,Update Clients Accounts Information,Field Support,REGION6-NBU2,Phone Support CSR,client verified and change number,ATL,,,
Full Service Affected,anjali.tamang,Accounts Related Issue,Account extend request..,amrit.yogi,Field Team,Auto close by sub tt:10333574,,Account extend request,Field Support,TRISHULI,Phone Support CSR,,BTL,,,
Full Service Affected,bibek.neupane1,General Inquiry,Technical Query..,bishnu.rana01,Field Team,Auto close by sub tt:10360429,,Technical Query,Field Support,SURKHET,Phone Support CSR,,BTL,,,
Full Service Affected,alina.karki,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,sonu.dube,Fiber O&M,Auto close by sub tt:10373794,,Speed test fine. Slow experience on certain sites,Field Support,PANAUTI,Account,account issue and already informed to account section,BTL,,,
Full Service Affected,suyog.khawash,General Inquiry,Technical Query..,mudhan.thapa,Fiber O&M,Auto close by sub tt:10293969,,Technical Query,Field Support,MANIGRAM,Phone Support CSR,informed client accordingly,ATL,,,
Full Service Affected,pawan.bagale,IPTV Related Issues,NET TV mobile app related..,dipen.majhi,Field Team,Auto close by sub tt:10296321,,NET TV mobile app related,Field Support,BATTISPUTALI,Phone Support CSR,,ATL,,,
Full Service Affected,sujan.giri,No Internet Connection (FTTH),ONU status offline..,dev.mahato,Fiber O&M,Auto close by sub tt:10276755,,ONU status offline,Field Support,THALI,Field Support CSR,,ATL,,,
Full Service Affected,balkrishna.thami,Accounts Related Issue,Account extend request..,bhusank.panday,Fiber O&M,Auto close by sub tt:10290469,,Account extend request,Field Support,DHUNGEDHARA,Phone Support CSR,as per client request account extended for three day and suggest to client account renew ,ATL,,,
Full Service Affected,bikal.pradhananga,No Internet Connection (FTTH),Idle Connection..,dipen.majhi,Field Team,Auto close by sub tt:10322863,,Idle Connection,Field Support,GAIGHAT,Phone Support CSR,suggested to check ,BTL,,,
Full Service Affected,susmita.limbu,Accounts Related Issue,Account Disabled..,rajkumar.chaudhary2,Fiber O&M,Auto close by sub tt:10238759,,Account Disabled,Field Support,DANG,Phone Support CSR,,BTL,,,
Full Service Affected,shishir.budhathoki,General Inquiry,Query about Wi-fi SSID/passwor..,rajkumar.giri,D2D Marketing,Auto close by sub tt:10260395,,Query about Wi-fi SSID/password,Field Support,LAHAN,Phone Support CSR,client verified//changed the required password,BTL,,,
Full Service Affected,dipesh.chaudhary3,General Inquiry,Technical Query..,devkant.chaudhary,Fiber O&M,Auto close by sub tt:10311241,,Technical Query,Field Support,THALI,Phone Support CSR,,ATL,,,
Full Service Affected,rajiv.yadav,General Inquiry,Technical Query..,sonu.dube,Fiber O&M,Auto close by sub tt:10353554,,Technical Query,Field Support,DANG,Phone Support CSR,osp sent informed accordingly for myworldlik connection ,ATL,,,
Full Service Affected,sahadev.tamang,IPTV Related Issues,Authentication issue..,bhusank.panday,Fiber O&M,Auto close by sub tt:10379460,,Authentication issue,Field Support,KALAIYA,Phone Support CSR,password reset// call dc,ATL,,,
Full Service Affected,shristi.acharya,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,bhusank.panday,Fiber O&M,Auto close by sub tt:10365217,,Speed test fine. Slow experience on certain sites,Field Support,GOLBAZAR,Qlty Ctrl Team,,ATL,,,
Full Service Affected,nikhil.tuladhar,Slow Internet Connection (FTTH),Channel interference seen at 5..,lucky.chaudhary,Fiber O&M,Auto close by sub tt:10295455,,Channel interference seen at 5Ghz,Field Support,BATTISPUTALI,Phone Support CSR,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,lukash.rai,Accounts Related Issue,Account Disabled..,bishnu.khanal01,Field Support CSR,Auto close by sub tt:10294084,,Account Disabled,Field Support,THALI,Phone Support CSR,,ATL,,,
Full Service Affected,shyam.khadka,Accounts Related Issue,Account Status Query..,dipen.majhi,Field Team,Auto close by sub tt:10304926,,Account Status Query,Field Support,DANG,Sales Supervisor,solve,ATL,,,
Full Service Affected,gyanendra.bam,Accounts Related Issue,Online Payment Query..,amir.adhikari03,Field Support CSR,Auto close by sub tt:10263818,,Online Payment Query,Field Support,THALI,Phone Support CSR,,BTL,,,
Limited Service,karki.saroj,No Internet Connection (FTTH),No users online in Distributio..,tara.bikram,Field Team,Auto close by sub tt:10363310,,No users online in Distribution/GPON,Field Support,NEPALGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,laxman.bhusal,Accounts Related Issue,Account extend request..,amir.adhikari03,Field Support CSR,Auto close by sub tt:10365957,,Account extend request,Field Support,REGION6-NBU2,Enterprise Support,,BTL,,,
Full Service Affected,anish.ansari,No Internet Connection (FTTH),ONU status offline..,aananda.shrestha,Field Team,Auto close by sub tt:10247907,,ONU status offline,Field Support,GOLBAZAR,Phone Support CSR,,BTL,,,
Full Service Affected,ganga.lama,General Inquiry,Query about Wi-fi SSID/passwor..,krishnadev.chaudhary,Field Team,Auto close by sub tt:10369210,,Query about Wi-fi SSID/password,Field Support,KAWASOTI,Phone Support CSR,verify client and change password done,BTL,,,
Full Service Affected,ashik.chaudhary,No Internet Connection (FTTH),ONU status offline..,bibek.alemagar,Fiber O&M,Auto close by sub tt:10369696,,ONU status offline,Field Support,LAMAHI,D2D Marketing,solve,BTL,,,
Full Service Affected,mamta.yadav,IPTV Related Issues,NETTV extend request..,madhav.prasad,Fiber O&M,Auto close by sub tt:10318963,,NETTV extend request,Field Support,NEPALGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,saloni.shrestha,General Inquiry,Technical Query..,shiwendra.koiri,Field Team,Auto close by sub tt:10418113,,Technical Query,Field Support,LAMAHI,Phone Support CSR,client  verified password changed,BTL,,,
Full Service Affected,jaydev.yadav,General Inquiry,Manage cable..,himbdr.chhetri,Field Team,Auto close by sub tt:10269344,,Manage cable,Field Support,LALBANDI,Field Support CSR,,BTL,,,
Full Service Affected,karun.chhetri,General Inquiry,Query about Wi-fi SSID/passwor..,tara.bikram,Field Team,Auto close by sub tt:10346381,,Query about Wi-fi SSID/password,Field Support,BATTISPUTALI,Phone Support CSR,seems fine,ATL,,,
Full Service Affected,dipesh.chaudhary3,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,shiwendra.koiri,Field Team,Auto close by sub tt:10363967,,Speed test fine. Slow experience on certain sites,Field Support,MANIGRAM,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,bibek.alemagar,Fiber O&M,Auto close by sub tt:10366825,,Everything seems slow at client end devices.,Field Support,MANIGRAM,Phone Support CSR,,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,admin,General Inquiry,Others..,bijay.rajbanshi,Customer Care Unit,Auto close by sub tt:10389686,,Others,Field Support,DHUNGEDHARA,Phone Support CSR,@9867060660 mobile switch off,needed troubleshoot done verify once.,,,
,,,,,,,,,,,,,,,,
Full Service Affected,jaydev.yadav,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,hiralal.rajbanshi,Fiber O&M,Auto close by sub tt:10274697,,Speed test fine. Slow experience on certain sites,Field Support,REGION2-NBU2,Field Support CSR,,ATL,,,
Full Service Affected,susma.rayamajhi,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,chanardev1.mahato,Field Team,Auto close by sub tt:10355161,,Speed test fine. Slow experience on certain sites,Field Support,BANEPA,Account,Normal troubleshoot done.,BTL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,amrit.majhi,Fiber,Auto close by sub tt:10346702,,ONU status offline,Field Support,LAMAHI,Phone Support CSR,,ATL,,,
Full Service Affected,amir.lama,Accounts Related Issue,Account extend request..,tara.bikram,Field Team,Auto close by sub tt:10239985,,Account extend request,Field Support,NEPALGUNJ,Phone Support CSR,provide required infomration,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),No users online in Distributio..,chanardev1.mahato,Field Team,Auto close by sub tt:10352816,,No users online in Distribution/GPON,Field Support,MANIGRAM,Phone Support CSR,,WIFI,,,
Full Service Affected,arun.khadka,IPTV Related Issues,One or more tv channels are un..,shiwendra.koiri,Field Team,Auto close by sub tt:10287022,,One or more tv channels are unavailable,Field Support,DANG,Phone Support CSR,call dc ,ATL,,,
Full Service Affected,shishir.budhathoki,Accounts Related Issue,Account extend request..,amrit.majhi,Fiber,Auto close by sub tt:10346665,,Account extend request,Field Support,BATTISPUTALI,Phone Support CSR,extended as per client request,ATL,,,
Full Service Affected,ranjit.kanu,Accounts Related Issue,Payment Query..,bhagya.chaudhary,Fiber O&M,Auto close by sub tt:10283255,,Payment Query,Field Support,THALI,Phone Support CSR,provided required info to client ,BTL,,,
Full Service Affected,kavita.thapa,Accounts Related Issue,Account extend request..,mahip.shakya,Fiber O&M,Auto close by sub tt:10244664,,Account extend request,Field Support,PANAUTI,Phone Support CSR,for 3days / ,BTL,,,
Full Service Affected,prasansha.lama,Accounts Related Issue,Payment Query..,shiwendra.koiri,Field Team,Auto close by sub tt:10430699,,Payment Query,Field Support,BUTWAL,Phone Support CSR,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,amrit.majhi,Fiber,Auto close by sub tt:10239689,,Everything seems slow at client end devices.,Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,suresh.danwar,Field Support CSR,Auto close by sub tt:10265543,,Everything seems slow at client end devices.,Field Support,JANAKPUR,Phone Support CSR,,BTL,,,
Full Service Affected,bikash.chhetri,General Inquiry,Technical Query..,mahip.shakya,Fiber O&M,Auto close by sub tt:10356813,,Technical Query,Field Support,MAHENDRANAGAR,Phone Support CSR,,BTL,,,
Full Service Affected,shree.tamang,Slow Internet Connection (FTTH),High Latency seen in single de..,krishna.chaudhary0,Field Team,Auto close by sub tt:10367358,,High Latency seen in single device with good RSSI,Field Support,SALLAGHARI,Phone Support CSR,,BTL,,,
Full Service Affected,dipesh.chaudhary3,No Internet Connection (FTTH),Idle Connection..,shiwendra.koiri,Field Team,Auto close by sub tt:10430705,,Idle Connection,Field Support,MAHENDRANAGAR,Phone Support CSR,working fine,BTL,,,
Full Service Affected,tamang.ram,Accounts Related Issue,Account Disabled..,krishna.chaudhary0,Field Team,Auto close by sub tt:10337619,,Account Disabled,Field Support,DHOLAHITI,Phone Support CSR,,ATL,,,
Full Service Affected,bishal.gayak,General Inquiry,Query about Wi-fi SSID/passwor..,tara.bikram,Field Team,Auto close by sub tt:10239970,,Query about Wi-fi SSID/password,Field Support,BUTWAL,Phone Support CSR,client verified  and current the current password,BTL,,,
Full Service Affected,shusil.pun,Accounts Related Issue,Payment Query..,amir.adhikari03,Field Support CSR,Auto close by sub tt:10364004,,Payment Query,Field Support,BOUDDHA,Phone Support CSR,,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,aananda.shrestha,Field Team,Auto close by sub tt:10285418,,ONU status offline,Field Support,LEKHNATH,Phone Support CSR,,ATL,,,
Full Service Affected,ramnaresh.kushmi,IPTV Related Issues,Blank Screen / No Signal..,bhagya.chaudhary,Fiber O&M,Auto close by sub tt:10358406,,Blank Screen / No Signal,Field Support,TIKAPUR,Phone Support CSR,,BTL,,,
Full Service Affected,bipula.rai,Accounts Related Issue,Account extend request..,karna.sarki03,Field Team,Auto close by sub tt:10251527,,Account extend request,Field Support,JANAKPUR,Phone Support CSR,,BTL,,,
Full Service Affected,jiban.karki,Accounts Related Issue,Payment Query..,krishna.chaudhary0,Field Team,Auto close by sub tt:10366426,,Payment Query,Field Support,KALIMATI,Phone Support CSR,call dc,ATL,,,
Full Service Affected,admin,Online Gaming Issue,Others..,bibek.alemagar,Fiber O&M,Auto close by sub tt:10339979,,Others,Field Support,AMARSINGHCHOWK,Phone Support CSR,,ATL,,,
Full Service Affected,kiran.pokhrel,No Internet Connection (FTTH),Idle Connection..,amir.adhikari03,Field Support CSR,Auto close by sub tt:10368000,,Idle Connection,Field Support,NEWBANESHWOR,Phone Support CSR,,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,hiralal.rajbanshi,Fiber O&M,Auto close by sub tt:10295265,,ONU status offline,Field Support,MANAHARI,Phone Support CSR,fiber breakage ,BTL,,,
Full Service Affected,guna.gautam,Accounts Related Issue,Update Clients Accounts Inform..,bibek.alemagar,Fiber O&M,Auto close by sub tt:10419276,,Update Clients Accounts Information,Field Support,BIRGUNJ,Phone Support CSR,client verified///changed contact detail////,ATL,,,
Full Service Affected,susmita.ghimire,Accounts Related Issue,Payment Query..,bhagya.chaudhary,Fiber O&M,Auto close by sub tt:10276479,,Payment Query,Field Support,SALLAGHARI,Customer Care Unit,done,ATL,,,
Full Service Affected,rai.abhishek,No Internet Connection (FTTH),Disconnection problem..,shiwendra.koiri,Field Team,Auto close by sub tt:10369669,,Disconnection problem,Field Support,DHOLAHITI,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,tara.bikram,Field Team,Auto close by sub tt:10334010,,Speed test fine. Slow experience on certain sites,Field Support,KALIMATI,Phone Support CSR,,ATL,,,
Full Service Affected,akash.chaudhary,No Internet Connection (FTTH),Disconnection observed at bras..,nawaraj.hayu,Field Team,Auto close by sub tt:10333867,,Disconnection observed at bras,Field Support,MANBHAWAN,Phone Support Follow up Team,,ATL,,,
Full Service Affected,aayush.bajracharya,No Internet Connection (FTTH),No users online in Distributio..,nawaraj.hayu,Field Team,Auto close by sub tt:10281695,,No users online in Distribution/GPON,Field Support,GATTHAGHAR,Phone Support Follow up Team,,ATL,,,
Full Service Affected,aayush.bajracharya,Accounts Related Issue,Account extend request..,krishnakumar.pandit,Fiber O&M,Auto close by sub tt:10346876,,Account extend request,Field Support,KIRTIPUR,Phone Support Follow up Team,,ATL,,,
Full Service Affected,aman.mandal,Accounts Related Issue,Online Payment Query..,sah.ranjit,Field Team,Auto close by sub tt:10393199,,Online Payment Query,Field Support,GATTHAGHAR,Phone Support CSR,,ATL,,,
Full Service Affected,sonu.bastakoti,IPTV Related Issues,Query about YouTube Services..,ramlaxman.chaudhary,Field Team,Auto close by sub tt:10304948,,Query about YouTube Services,Field Support,PARSA,Phone Support CSR,package expire shown in yt only//launcher mode changed//refresh done//now working fine,BTL,,,
Full Service Affected,arati.lama,Hotspot Related Issues (WiFi Project),Scheduled audit (Follow Up)..,jata.chaurasiya,Fiber O&M,Auto close by sub tt:10255834,,Scheduled audit (Follow Up),Field Support,REGION6-NBU1,Phone Support CSR,,WIFI,,,
Full Service Affected,anjali.tamang,General Inquiry,Query about Wi-fi SSID/passwor..,prabin.chaudhary2,Fiber O&M,Auto close by sub tt:10310261,,Query about Wi-fi SSID/password,Field Support,KOHALPUR,Phone Support CSR,,ATL,,,
Full Service Affected,manoj.chaudhary1,Hotspot Related Issues (WiFi Project),IgniteNet Status Offline..,pawan.chaudhary,Field Team,Auto close by sub tt:10388722,,IgniteNet Status Offline,Field Support,MANBHAWAN,Phone Support CSR,onu  offline ticket assign to field team.,ATL,,,
Limited Service,aashika.shahi,No Internet Connection (FTTH),No users online in Distributio..,krishna.paudyal,Field Team,Auto close by sub tt:10425452,,No users online in Distribution/GPON,Field Support,RASTRABANKCHOWK,Phone Support CSR,wtt,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),ONU status offline..,rabin.khadka,Field Team,Auto close by sub tt:10259987,,ONU status offline,Field Support,URLABARI,Phone Support CSR,,ATL,,,
Full Service Affected,ramesh.bohara,General Inquiry,Client wants to upgrade to 5G ..,rojan.gurung5,Field Team,Auto close by sub tt:10332430,,Client wants to upgrade to 5G plan,Field Support,GATTHAGHAR,Phone Support Follow up Team,followup done,ATL,,,
Full Service Affected,binita.lagun,No Internet Connection (FTTH),No users online in Distributio..,dinesh.yogi,Fiber,Auto close by sub tt:10341285,,No users online in Distribution/GPON,Field Support,KIRTIPUR,Phone Support CSR,,ATL,,,
Full Service Affected,rai.abhishek,IPTV Related Issues,One or more tv channels are un..,nawaraj.hayu,Field Team,Auto close by sub tt:10250990,,One or more tv channels are unavailable,Field Support,IMADOL,Phone Support CSR,informed to concern team,ATL,,,
Full Service Affected,ishwor.shah,No Internet Connection (FTTH),Idle Connection..,rijan.thapa01,Field Team,Auto close by sub tt:10287113,,Idle Connection,Field Support,RASTRABANKCHOWK,Phone Support CSR,may verify later if issue may call back ,BTL,,,
Full Service Affected,devendra.magar,Accounts Related Issue,Upgrade/Change Subscribed Pack..,nawaraj.hayu,Field Team,Auto close by sub tt:10293729,,Upgrade/Change Subscribed Package,Field Support,BARDIBAS,Phone Support CSR,call unreachable,BTL,,,
Full Service Affected,gaurav.pandey,No Internet Connection (FTTH),ONU status offline..,nawaraj.hayu,Field Team,Auto close by sub tt:10266529,,ONU status offline,Field Support,KIRTIPUR,Phone Support CSR,,BTL,,,
Full Service Affected,unique.shrestha,No Internet Connection (FTTH),ONU status offline..,rijan.thapa01,Field Team,Auto close by sub tt:10267501,,ONU status offline,Field Support,PEPSICOLA,Phone Support CSR,,WIFI,,,
Full Service Affected,laxman.bhusal,Accounts Related Issue,Query about Packages..,jata.chaurasiya,Fiber O&M,Auto close by sub tt:10342220,,Query about Packages,Field Support,HETAUDA,Enterprise Support,,BTL,,,
Full Service Affected,amisha.lama,No Internet Connection (FTTH),ONU status offline..,krishnakumar.pandit,Fiber O&M,Auto close by sub tt:10306921,,ONU status offline,Field Support,CHITWAN,Account,now fine////,BTL,,,
Full Service Affected,binesh.dangol,No Internet Connection (FTTH),ONU status offline..,sah.ranjit,Field Team,Auto close by sub tt:10402761,,ONU status offline,Field Support,RASTRABANKCHOWK,Phone Support CSR,,ATL,,,
Full Service Affected,chris.maharjan,IPTV Related Issues,NetTV bonus not added after pa..,pawan.chaudhary,Field Team,Auto close by sub tt:10430658,,NetTV bonus not added after payment,Field Support,REGION1-NBU1,Phone Support CSR,package not shown//client claimed payment done//client said she will go branch to query,BTL,,,
Full Service Affected,bibek.ghimire1,No Internet Connection (FTTH),ONU status offline..,bikash.gurung5,Fiber O&M,Auto close by sub tt:10296209,,ONU status offline,Field Support,PEPSICOLA,Phone Support CSR,,BTL,,,
Limited Service,admin,No Internet Connection (FTTH),No users online in Distributio..,naresh.kumar,Field Team,Auto close by sub tt:10341971,,No users online in Distribution/GPON,Field Support,BANSBARI,Phone Support CSR,,ATL,,,
Full Service Affected,pradeep.raut,No Internet Connection (FTTH),ONU status offline..,pham.gharti,Field Team,Auto close by sub tt:10257389,,ONU status offline,Field Support,MAHENDRANAGAREAST,Field Support CSR,,BTL,,,
Full Service Affected,budhi.moktan,Accounts Related Issue,Account Disabled..,arjun.lama,Fiber O&M,Auto close by sub tt:10370931,,Account Disabled,Field Support,DHARAN,Field Support CSR,,BTL,,,
Full Service Affected,abhishek.sunuwar,Accounts Related Issue,Payment Query..,sunil.tamrakar,Field Team,Auto close by sub tt:10321252,,Payment Query,Field Support,JALESHWOR,Phone Support CSR,,BTL,,,
Full Service Affected,alina.moktan,Accounts Related Issue,Account Disabled..,nawaraj.hayu,Field Team,Auto close by sub tt:10367579,,Account Disabled,Field Support,CHHINCHU,Phone Support CSR,,BTL,,,
Full Service Affected,sapkota.gaurab,General Inquiry,Query about Wi-fi SSID/passwor..,nawaraj.hayu,Field Team,Auto close by sub tt:10399040,,Query about Wi-fi SSID/password,Field Support,KAKARVITTA,Phone Support CSR,enabled ssid after client verification,BTL,,,
Full Service Affected,aastha.acharya,Accounts Related Issue,IPTV Related Issues...,dinesh.yogi,Fiber,Auto close by sub tt:10380254,,IPTV Related Issues.,Field Support,BIRATNAGAR,Phone Support CSR,informedd accordingly ,BTL,,,
Full Service Affected,rajay.tuladhar,Slow Internet Connection (FTTH),User connected beyond at 5Ghz ..,ram.stha,Fiber,Auto close by sub tt:10343207,,User connected beyond at 5Ghz coverage,Field Support,REGION2-NBU1,Phone Support CSR,,BTL,,,
Full Service Affected,gaurav.pandey,IPTV Related Issues,NetTV bonus not added after pa..,sujan.tamrakar,Field Team,Auto close by sub tt:10404331,,NetTV bonus not added after payment,Field Support,BALUWATAR,Phone Support CSR,added from l2 side //fine now,ATL,,,
Full Service Affected,arusa.tamang,Accounts Related Issue,Account extend request..,jata.chaurasiya,Fiber O&M,Auto close by sub tt:10280257,,Account extend request,Field Support,BIRATNAGAR,Phone Support CSR,,ATL,,,
Full Service Affected,ayush.ghalan,IPTV Related Issues,Hardware related issue..,jivan.ramtel,Field Support CSR,Auto close by sub tt:10433195,,Hardware related issue,Field Support,ITAHARI,Phone Support CSR,all not rechable,ATL,,,
Full Service Affected,unique.shrestha,Accounts Related Issue,Account extend request..,rojan.gurung5,Field Team,Auto close by sub tt:10233289,,Account extend request,Field Support,KHAIRENI,Phone Support CSR,extended for now // suggested client to do payment soon,ATL,,,
Full Service Affected,suraj.magar,Accounts Related Issue,Online Payment Query..,ram.stha,Fiber,Auto close by sub tt:10351952,,Online Payment Query,Field Support,BALUWATAR,Phone Support CSR,provided req info about payment of khalti,ATL,,,
